hour_index,xuehua550,模板1,模板2,模板3,随机曲线1
853,503.834494,48.991268,84.991268,48.991268,202.62
854,502.252582,48.747285,84.747285,48.747285,198.32
855,502.320951,49.536233,85.536233,49.536233,198.54
856,502.708879,51.2641,87.2641,51.2641,199.716667
857,508.18359,53.708329,89.708329,53.708329,210.403333
858,527.05624,56.365206,92.365206,56.365206,228.08
859,505.20562,58.464878,94.464878,58.464878,205.5
860,505.70978,59.267677,95.267677,59.267677,206.436667
861,501.166464,58.464765,94.464765,58.464765,194.043333
862,502.771591,56.364246,92.364246,56.364246,199.896667
863,504.663613,53.701936,89.701936,53.701936,204.426667
864,502.539406,51.230163,87.230163,51.230163,199.216667
865,500.864331,44.481679,80.481679,44.481679,192.413333
866,501.25801,43.464624,79.464624,43.464624,194.483333
867,500.668604,42.773527,78.773527,42.773527,191.153333
868,500.710365,42.821481,78.821481,42.821481,191.44
869,501.801421,43.979112,79.979112,43.979112,196.75
870,501.014753,46.373117,82.373117,46.373117,193.263333
871,506.693246,49.604699,85.604699,49.604699,208.123333
872,512.038394,52.64395,88.64395,52.64395,215.283333
873,502.762243,54.27877,90.27877,54.27877,199.87
874,500.710365,53.967585,89.967585,53.967585,191.44
875,516.427238,52.263623,88.263623,52.263623,219.75
876,532.941101,50.318203,86.318203,50.318203,231.81
877,504.963646,49.047686,85.047686,49.047686,205.03
878,501.565989,48.803703,84.803703,48.803703,195.83
879,501.60296,49.592651,85.592651,49.592651,195.98
880,507.497839,51.320518,87.320518,51.320518,209.39
881,503.652062,53.764747,89.764747,53.764747,202.19
882,512.339563,56.421624,92.421624,56.421624,215.62
883,501.714573,58.521296,94.521296,58.521296,196.42
884,510.610426,59.324095,95.324095,59.324095,213.61
885,503.382884,58.521183,94.521183,58.521183,201.53
886,500.431395,56.420665,92.420665,56.420665,189.26
887,500.418518,53.758354,89.758354,53.758354,189.14
888,502.152439,51.286581,87.286581,51.286581,197.99
889,501.575795,44.537409,80.537409,44.537409,195.87
890,500.409021,43.520354,79.520354,43.520354,189.05
891,500.199724,42.829257,78.829257,42.829257,186.59
892,500.554847,42.87721,78.87721,42.87721,190.31
893,501.192371,44.034842,80.034842,44.034842,194.17
894,501.510355,46.428847,82.428847,46.428847,195.6
895,503.418826,49.660429,85.660429,49.660429,201.62
896,516.829989,52.699679,88.699679,52.699679,220.12
897,501.339883,54.3345,90.3345,54.3345,194.86
898,502.24029,54.023315,90.023315,54.023315,198.28
899,501.583174,52.319353,88.319353,52.319353,195.9
900,508.576565,50.373932,86.373932,50.373932,210.96
901,503.869056,49.103415,85.103415,49.103415,202.7
902,501.997573,48.859433,84.859433,48.859433,197.46
903,501.046052,49.648381,85.648381,49.648381,193.43
904,503.172246,51.376248,87.376248,51.376248,200.99
905,513.575747,53.820476,89.820476,53.820476,216.95
906,510.878889,56.477353,92.477353,56.477353,213.935
907,508.237022,58.577026,94.577026,58.577026,210.48
908,510.326035,59.379825,95.379825,59.379825,213.26
909,501.883658,58.576913,94.576913,58.576913,197.053333
910,504.02258,56.476394,92.476394,56.476394,203.05
911,501.888243,53.814084,89.814084,53.814084,197.07
912,500.977378,51.342311,87.342311,51.342311,193.06
913,501.304707,44.592433,80.592433,44.592433,194.7
914,500.746055,43.575378,79.575378,43.575378,191.676667
915,500.5863,42.884281,78.884281,42.884281,190.553333
916,500.550203,42.932235,78.932235,42.932235,190.273333
917,500.638094,44.089867,80.089867,44.089867,190.936667
918,502.2711,46.483871,82.483871,46.483871,198.38
919,504.003367,49.715454,85.715454,49.715454,203.006667
920,523.458761,52.754704,88.754704,52.754704,225.54
921,509.430739,54.389525,90.389525,54.389525,212.116667
922,505.357683,54.078339,90.078339,54.078339,205.788333
923,513.318746,52.374378,88.374378,52.374378,216.68
924,521.792967,50.428957,86.428957,50.428957,224.28
925,501.820193,49.15844,85.15844,49.15844,196.82
926,501.07281,48.914458,84.914458,48.914458,193.57
927,500.69855,49.703406,85.703406,49.703406,191.36
928,501.753714,51.431272,87.431272,51.431272,196.57
929,502.101969,53.875501,89.875501,53.875501,197.82
930,516.25498,56.532378,92.532378,56.532378,219.59
931,501.2488,58.63205,94.63205,58.63205,194.44
932,502.497566,59.43485,95.43485,59.43485,199.09
933,504.053739,58.631938,94.631938,58.631938,203.12
934,503.78729,56.531419,92.531419,56.531419,202.51
935,505.823135,53.869109,89.869109,53.869109,206.64
936,502.672143,51.397336,87.397336,51.397336,199.61
937,501.086349,44.646737,80.646737,44.646737,193.64
938,501.019721,43.629682,79.629682,43.629682,193.29
939,500.500724,42.938585,78.938585,42.938585,189.87
940,502.514029,42.986538,78.986538,42.986538,199.14
941,502.507436,44.14417,80.14417,44.14417,199.12
942,500.889203,46.538175,82.538175,46.538175,192.56
943,501.927043,49.769757,85.769757,49.769757,197.21
944,512.584501,52.809007,88.809007,52.809007,215.89
945,508.648397,54.443828,90.443828,54.443828,211.06
946,504.549132,54.132643,90.132643,54.132643,204.19
947,530.582371,52.428681,88.428681,52.428681,230.37
948,525.974604,50.483261,86.483261,50.483261,227.34
949,510.35022,49.212744,85.212744,49.212744,213.29
950,505.184743,48.968761,84.968761,48.968761,205.46
951,505.326696,49.757709,85.757709,49.757709,205.73
952,501.510355,51.485576,87.485576,51.485576,195.6
953,513.21493,53.929805,89.929805,53.929805,216.57
954,548.310697,56.586682,92.586682,56.586682,239.89
955,515.797706,58.686354,94.686354,58.686354,219.16
956,502.204681,59.489153,95.489153,59.489153,198.163333
957,502.550489,58.686241,94.686241,58.686241,199.25
958,502.659588,56.585722,92.585722,56.585722,199.573333
959,503.896557,53.923412,89.923412,53.923412,202.763333
960,503.388194,51.451639,87.451639,51.451639,201.543333
961,503.922724,39.700303,75.700303,39.700303,202.823333
962,503.53491,38.683248,74.683248,38.683248,201.906667
963,503.55404,37.992151,73.992151,37.992151,201.953333
964,501.320023,38.040105,74.040105,38.040105,194.77
965,501.562729,39.197736,75.197736,39.197736,195.816667
966,501.085055,41.591741,77.591741,41.591741,193.633333
967,504.844544,44.823323,80.823323,44.823323,204.793333
968,512.195847,47.862574,83.862574,47.862574,215.46
969,501.552975,49.497395,85.497395,49.497395,195.776667
970,502.940855,49.186209,85.186209,49.186209,200.37
971,511.709903,47.482248,83.482248,47.482248,214.91
972,550.520047,45.536827,81.536827,45.536827,240.91
973,509.235511,44.26631,80.26631,44.26631,211.858333
974,502.063882,44.022327,80.022327,44.022327,197.69
975,503.335335,44.811275,80.811275,44.811275,201.41
976,502.40663,46.539142,82.539142,46.539142,198.81
977,505.481872,48.983371,84.983371,48.983371,206.02
978,507.743839,51.640248,87.640248,51.640248,209.76
979,506.165884,53.73992,89.73992,53.73992,207.24
980,501.326622,54.542719,90.542719,54.542719,194.8
981,501.165787,53.739807,89.739807,53.739807,194.04
982,505.143147,51.639289,87.639289,51.639289,205.38
983,503.664608,48.976978,84.976978,48.976978,202.22
984,505.606952,46.505205,82.505205,46.505205,206.25
985,505.112089,39.753116,75.753116,39.753116,205.32
986,502.283499,38.736061,74.736061,38.736061,198.42
987,501.355459,38.044964,74.044964,38.044964,194.93
988,500.957527,38.092918,74.092918,38.092918,192.95
989,500.897785,39.25055,75.25055,39.25055,192.61
990,501.51754,41.644554,77.644554,41.644554,195.63
991,502.087268,44.876136,80.876136,44.876136,197.77
992,507.710302,47.915387,83.915387,47.915387,209.71
993,521.369433,49.550208,85.550208,49.550208,223.95
994,534.714031,49.239022,85.239022,49.239022,232.85
995,507.858552,47.535061,83.535061,47.535061,209.93
996,502.000428,45.58964,81.58964,45.58964,197.47
997,513.739158,44.319123,80.319123,44.319123,217.12
998,511.814864,44.07514,80.07514,44.07514,215.03
999,510.18966,44.864088,80.864088,44.864088,213.09
1000,512.07986,46.591955,82.591955,46.591955,215.33
1001,511.622888,49.036184,85.036184,49.036184,214.81
1002,501.748463,51.693061,87.693061,51.693061,196.55
1003,502.56049,53.792733,89.792733,53.792733,199.28
1004,505.706087,54.595532,90.595532,54.595532,206.43
1005,501.47947,53.79262,89.79262,53.79262,195.47
1006,501.220728,51.692102,87.692102,51.692102,194.306667
1007,501.927043,49.029791,85.029791,49.029791,197.21
1008,502.690471,46.558018,82.558018,46.558018,199.663333
1009,501.828276,44.80516,80.80516,44.80516,196.85
1010,504.065649,43.788105,79.788105,43.788105,203.146667
1011,501.896516,43.097008,79.097008,43.097008,197.1
1012,503.581481,43.144962,79.144962,43.144962,202.02
1013,502.977429,44.302594,80.302594,44.302594,200.47
1014,503.213177,46.696598,82.696598,46.696598,201.096667
1015,501.689645,49.928181,85.928181,49.928181,196.323333
1016,500.958722,52.967431,88.967431,52.967431,192.956667
1017,501.279429,54.602252,90.602252,54.602252,194.583333
1018,507.917445,54.291066,90.291066,54.291066,210.016667
1019,500.767171,52.587105,88.587105,52.587105,191.813333
1020,501.15499,50.641684,86.641684,50.641684,193.986667
1021,500.943251,49.371167,85.371167,49.371167,192.87
1022,502.521735,49.127185,85.127185,49.127185,199.163333
1023,509.439616,49.916133,85.916133,49.916133,212.128333
1024,578.399308,51.643999,87.643999,51.643999,251.88
1025,544.786325,54.088228,90.088228,54.088228,238.2
1026,512.466188,56.745105,92.745105,56.745105,215.76
1027,502.040663,58.844777,94.844777,58.844777,197.61
1028,502.320951,59.647577,95.647577,59.647577,198.54
1029,501.147604,58.844665,94.844665,58.844665,193.95
1030,501.882741,56.744146,92.744146,56.744146,197.05
1031,502.09314,54.081836,90.081836,54.081836,197.79
1032,503.183725,51.610063,87.610063,51.610063,201.02
1033,501.481832,44.85642,80.85642,44.85642,195.48
1034,501.430428,43.839365,79.839365,43.839365,195.26
1035,502.696215,43.148268,79.148268,43.148268,199.68
1036,504.487011,43.196222,79.196222,43.196222,204.06
1037,502.125625,44.353854,80.353854,44.353854,197.9
1038,504.597285,46.747858,82.747858,46.747858,204.29
1039,506.857853,49.979441,85.979441,49.979441,208.39
1040,502.926305,53.018691,89.018691,53.018691,200.33
1041,503.479262,54.653512,90.653512,54.653512,201.77
1042,502.317815,54.342326,90.342326,54.342326,198.53
1043,532.142543,52.638365,88.638365,52.638365,231.33
1044,528.318027,50.692944,86.692944,50.692944,228.92
1045,504.193559,49.422427,85.422427,49.422427,203.43
1046,501.785429,49.178445,85.178445,49.178445,196.69
1047,502.51733,49.967393,85.967393,49.967393,199.15
1048,507.596964,51.695259,87.695259,51.695259,209.54
1049,515.977503,54.139488,90.139488,54.139488,219.33
1050,508.96897,56.796365,92.796365,56.796365,211.5
1051,503.260917,58.896037,94.896037,58.896037,201.22
1052,503.245385,59.698837,95.698837,59.698837,201.18
1053,500.84376,58.895925,94.895925,58.895925,192.29
1054,500.78866,56.795406,92.795406,56.795406,191.95
1055,501.289503,54.133096,90.133096,54.133096,194.63
1056,502.143478,51.661323,87.661323,51.661323,197.96
1057,501.766885,44.906881,80.906881,44.906881,196.62
1058,500.781806,43.889826,79.889826,43.889826,191.906667
1059,501.345062,43.198729,79.198729,43.198729,194.883333
1060,501.837284,43.246683,79.246683,43.246683,196.883333
1061,503.03035,44.404314,80.404314,44.404314,200.613333
1062,505.80259,46.798319,82.798319,46.798319,206.603333
1063,506.098266,50.029901,86.029901,50.029901,207.123333
1064,504.09552,53.069151,89.069151,53.069151,203.213333
1065,504.629565,54.703972,90.703972,54.703972,204.356667
1066,513.806804,54.392787,90.392787,54.392787,217.19
1067,524.663848,52.688825,88.688825,52.688825,226.416667
1068,530.274085,50.743405,86.743405,50.743405,230.176667
1069,503.569116,49.472888,85.472888,49.472888,201.99
1070,501.706812,49.228905,85.228905,49.228905,196.39
1071,502.494281,50.017853,86.017853,50.017853,199.08
1072,505.381666,51.74572,87.74572,51.74572,205.833333
1073,504.234715,54.189949,90.189949,54.189949,203.52
1074,505.902004,56.846826,92.846826,56.846826,206.78
1075,504.434868,58.946498,94.946498,58.946498,203.95
1076,501.375652,59.749297,95.749297,59.749297,195.02
1077,501.053654,58.946385,94.946385,58.946385,193.47
1078,500.71632,56.845866,92.845866,56.845866,191.48
1079,503.268701,54.183556,90.183556,54.183556,201.24
1080,502.099023,51.711783,87.711783,51.711783,197.81
1081,501.439689,44.956527,80.956527,44.956527,195.3
1082,501.240336,43.939472,79.939472,43.939472,194.4
1083,500.478429,43.248375,79.248375,43.248375,189.68
1084,500.948588,43.296329,79.296329,43.296329,192.9
1085,501.486562,44.453961,80.453961,44.453961,195.5
1086,501.19856,46.847965,82.847965,46.847965,194.2
1087,505.823135,50.079547,86.079547,50.079547,206.64
1088,500.14923,53.118798,89.118798,53.118798,185.76125
1089,501.426484,54.753619,90.753619,54.753619,195.242917
1090,504.09103,54.442433,90.442433,54.442433,203.203333
1091,533.086608,52.738472,88.738472,52.738472,231.896667
1092,559.512276,50.793051,86.793051,50.793051,244.793333
1093,518.787965,49.522534,85.522534,49.522534,221.843333
1094,504.469587,49.278551,85.278551,49.278551,204.023333
1095,502.534981,50.0675,86.0675,50.0675,199.203333
1096,501.649732,51.795366,87.795366,51.795366,196.166667
1097,510.852544,54.239595,90.239595,54.239595,213.903333
1098,512.774044,56.896472,92.896472,56.896472,216.096667
1099,508.893021,58.996144,94.996144,58.996144,211.396667
1100,509.964907,59.798943,95.798943,59.798943,212.806667
1101,502.896139,58.996031,94.996031,58.996031,200.246667
1102,501.238929,56.895513,92.895513,56.895513,194.393333
1103,501.348769,54.233202,90.233202,54.233202,194.9
1104,502.023358,51.761429,87.761429,51.761429,197.55
1105,502.868561,45.005344,81.005344,45.005344,200.17
1106,503.847432,43.988289,79.988289,43.988289,202.65
1107,500.853728,43.297192,79.297192,43.297192,192.35
1108,501.155663,43.345146,79.345146,43.345146,193.99
1109,501.125625,44.502778,80.502778,44.502778,193.84
1110,502.772761,46.896782,82.896782,46.896782,199.9
1111,502.984778,50.128365,86.128365,50.128365,200.49
1112,511.287435,53.167615,89.167615,53.167615,214.42
1113,502.583923,54.802436,90.802436,54.802436,199.35
1114,501.983339,54.49125,90.49125,54.49125,197.41
1115,507.537391,52.787289,88.787289,52.787289,209.45
1116,513.404068,50.841868,86.841868,50.841868,216.77
1117,502.99951,49.571351,85.571351,49.571351,200.53
1118,501.590576,49.327369,85.327369,49.327369,195.93
1119,501.266907,50.116317,86.116317,50.116317,194.525
1120,508.349241,51.844183,87.844183,51.844183,210.64
1121,512.703521,54.288412,90.288412,54.288412,216.02
1122,503.363021,56.945289,92.945289,56.945289,201.48
1123,503.991573,59.044961,95.044961,59.044961,202.98
1124,502.448585,59.847761,95.847761,59.847761,198.94
1125,504.449051,59.044849,95.044849,59.044849,203.98
1126,503.899459,56.94433,92.94433,56.94433,202.77
1127,505.941689,54.28202,90.28202,54.28202,206.85
1128,504.978874,51.810247,87.810247,51.810247,205.06
1129,502.191546,40.053318,76.053318,40.053318,198.12
1130,502.685882,39.036263,75.036263,39.036263,199.65
1131,502.167428,38.345166,74.345166,38.345166,198.04
1132,501.820193,38.39312,74.39312,38.39312,196.82
1133,502.149449,39.550751,75.550751,39.550751,197.98
1134,501.428119,41.944756,77.944756,41.944756,195.25
1135,503.141766,45.176338,81.176338,45.176338,200.91
1136,510.615891,48.215589,84.215589,48.215589,213.616667
1137,504.477502,49.85041,85.85041,49.85041,204.04
1138,522.607362,49.539224,85.539224,49.539224,224.903333
1139,514.217102,47.835263,83.835263,47.835263,217.61
1140,509.828968,45.889842,81.889842,45.889842,212.633333
1141,501.53761,44.619325,80.619325,44.619325,195.713333
1142,501.914054,44.375342,80.375342,44.375342,197.163333
1143,502.129584,45.16429,81.16429,45.16429,197.913333
1144,503.396168,46.892157,82.892157,46.892157,201.563333
1145,508.730264,49.336386,85.336386,49.336386,211.173333
1146,506.593668,51.993263,87.993263,51.993263,207.96
1147,502.793872,54.092935,90.092935,54.092935,199.96
1148,503.425508,54.895734,90.895734,54.895734,201.636667
1149,501.51994,54.092822,90.092822,54.092822,195.64
1150,501.418905,51.992304,87.992304,51.992304,195.21
1151,503.158253,49.329993,85.329993,49.329993,200.953333
1152,502.002333,46.85822,82.85822,46.85822,197.476667
1153,500.566139,40.100434,76.100434,40.100434,190.398333
1154,500.54726,39.083379,75.083379,39.083379,190.25
1155,501.098039,38.392282,74.392282,38.392282,193.7
1156,500.557391,38.440236,74.440236,38.440236,190.33
1157,501.11375,39.597867,75.597867,39.597867,193.78
1158,502.685882,41.991872,77.991872,41.991872,199.65
1159,502.984778,45.223454,81.223454,45.223454,200.49
1160,508.335161,48.262705,84.262705,48.262705,210.62
1161,503.838803,49.897525,85.897525,49.897525,202.63
1162,509.02805,49.58634,85.58634,49.58634,211.58
1163,504.968719,47.882378,83.882378,47.882378,205.04
1164,507.717002,45.936958,81.936958,45.936958,209.72
1165,501.074737,44.666441,80.666441,44.666441,193.58
1166,500.833865,44.422458,80.422458,44.422458,192.23
1167,502.948147,45.211406,81.211406,45.211406,200.39
1168,504.289985,46.939273,82.939273,46.939273,203.64
1169,504.387799,49.383502,85.383502,49.383502,203.85
1170,513.299832,52.040379,88.040379,52.040379,216.66
1171,509.312035,54.140051,90.140051,54.140051,211.96
1172,502.948147,54.94285,90.94285,54.94285,200.39
1173,502.197602,54.139938,90.139938,54.139938,198.14
1174,502.33352,52.03942,88.03942,52.03942,198.58
1175,513.139749,49.377109,85.377109,49.377109,216.49
1176,513.662105,46.905336,82.905336,46.905336,217.04
1177,502.448585,45.146678,81.146678,45.146678,198.94
1178,501.830975,44.129623,80.129623,44.129623,196.86
1179,500.997487,43.438526,79.438526,43.438526,193.17
1180,502.384228,43.48648,79.48648,43.48648,198.74
1181,500.837155,44.644112,80.644112,44.644112,192.25
1182,500.896064,47.038116,83.038116,47.038116,192.6
1183,504.193559,50.269699,86.269699,50.269699,203.43
1184,510.667891,53.308949,89.308949,53.308949,213.68
1185,504.35971,54.94377,90.94377,54.94377,203.79
1186,501.331033,54.632584,90.632584,54.632584,194.82
1187,501.531572,52.928623,88.928623,52.928623,195.688333
1188,512.764832,50.983202,86.983202,50.983202,216.086667
1189,502.54162,49.712685,85.712685,49.712685,199.223333
1190,501.237523,49.468702,85.468702,49.468702,194.386667
1191,503.499556,50.257651,86.257651,50.257651,201.82
1192,502.812723,51.985517,87.985517,51.985517,200.013333
1193,506.173641,54.429746,90.429746,54.429746,207.253333
1194,513.764903,57.086623,93.086623,57.086623,217.146667
1195,502.324089,59.186295,95.186295,59.186295,198.55
1196,502.923884,59.989094,95.989094,59.989094,200.323333
1197,503.551303,59.186182,95.186182,59.186182,201.946667
1198,502.921465,57.085664,93.085664,57.085664,200.316667
1199,504.058202,54.423354,90.423354,54.423354,203.13
1200,501.598825,51.95158,87.95158,51.95158,195.963333
1201,501.6204,45.192037,81.192037,45.192037,196.05
1202,502.632326,44.174982,80.174982,44.174982,199.493333
1203,502.047418,43.483885,79.483885,43.483885,197.633333
1204,501.250922,43.531839,79.531839,43.531839,194.45
1205,503.386866,44.68947,80.68947,44.68947,201.54
1206,503.702408,47.083475,83.083475,47.083475,202.31
1207,505.385225,50.315057,86.315057,50.315057,205.84
1208,504.434868,53.354308,89.354308,53.354308,203.95
1209,505.851226,54.989129,90.989129,54.989129,206.69
1210,507.953824,54.677943,90.677943,54.677943,210.07
1211,505.279109,52.973982,88.973982,52.973982,205.64
1212,518.086977,51.028561,87.028561,51.028561,221.24
1213,508.932169,49.758044,85.758044,49.758044,211.45
1214,508.153486,49.514061,85.514061,49.514061,210.36
1215,505.076005,50.303009,86.303009,50.303009,205.25
1216,502.448585,52.030876,88.030876,52.030876,198.94
1217,511.51038,54.475105,90.475105,54.475105,214.68
1218,518.352219,57.131982,93.131982,57.131982,221.47
1219,503.264807,59.231654,95.231654,59.231654,201.23
1220,504.631183,60.034453,96.034453,60.034453,204.36
1221,504.733823,59.231541,95.231541,59.231541,204.57
1222,505.817527,57.131023,93.131023,57.131023,206.63
1223,506.177522,54.468712,90.468712,54.468712,207.26
1224,503.402822,51.996939,87.996939,51.996939,201.58
1225,501.640477,45.236497,81.236497,45.236497,196.13
1226,501.983339,44.219442,80.219442,44.219442,197.41
1227,503.864725,43.528345,79.528345,43.528345,202.69
1228,503.528094,43.576299,79.576299,43.576299,201.89
1229,503.698196,44.733931,80.733931,44.733931,202.3
1230,501.95225,47.127935,83.127935,47.127935,197.3
1231,504.477502,50.359517,86.359517,50.359517,204.04
1232,515.755587,53.398768,89.398768,53.398768,219.12
1233,508.271987,55.033589,91.033589,55.033589,210.53
1234,505.284383,54.722403,90.722403,54.722403,205.65
1235,512.511609,53.018442,89.018442,53.018442,215.81
1236,512.520706,51.073021,87.073021,51.073021,215.82
1237,505.006869,49.802504,85.802504,49.802504,205.115
1238,503.82445,49.558521,85.558521,49.558521,202.596667
1239,506.689163,50.34747,86.34747,50.34747,208.116667
1240,507.098922,52.075336,88.075336,52.075336,208.773333
1241,507.403888,54.519565,90.519565,54.519565,209.246667
1242,508.26732,57.176442,93.176442,57.176442,210.523333
1243,512.814014,59.276114,95.276114,59.276114,216.14
1244,512.551059,60.078913,96.078913,60.078913,215.853333
1245,503.919812,59.276001,95.276001,59.276001,202.816667
1246,503.33665,57.175483,93.175483,57.175483,201.413333
1247,504.950134,54.513172,90.513172,54.513172,205.003333
1248,504.17535,52.041399,88.041399,52.041399,203.39
1249,503.753191,45.280045,81.280045,45.280045,202.43
1250,502.642528,44.26299,80.26299,44.26299,199.523333
1251,502.537193,43.571893,79.571893,43.571893,199.21
1252,504.173834,43.619847,79.619847,43.619847,203.386667
1253,508.718195,44.777479,80.777479,44.777479,211.156667
1254,505.406608,47.171483,83.171483,47.171483,205.88
1255,506.503049,50.403066,86.403066,50.403066,207.81
1256,506.37157,53.442316,89.442316,53.442316,207.59
1257,508.873487,55.077137,91.077137,55.077137,211.37
1258,508.497987,54.765951,90.765951,54.765951,210.85
1259,510.447319,53.06199,89.06199,53.06199,213.41
1260,513.566173,51.116569,87.116569,51.116569,216.94
1261,506.982972,49.846052,85.846052,49.846052,208.59
1262,503.903815,49.602069,85.602069,49.602069,202.78
1263,506.419184,50.391018,86.391018,50.391018,207.67
1264,507.192552,52.118884,88.118884,52.118884,208.92
1265,511.398563,54.563113,90.563113,54.563113,214.55
1266,535.218913,57.21999,93.21999,57.21999,233.14
1267,506.69733,59.319662,95.319662,59.319662,208.13
1268,505.689488,60.122461,96.122461,60.122461,206.4
1269,505.35325,59.31955,95.31955,59.31955,205.78
1270,507.383231,57.219031,93.219031,57.219031,209.215
1271,504.098515,54.556721,90.556721,54.556721,203.22
1272,505.242283,52.084948,88.084948,52.084948,205.57
1273,505.289661,45.322668,81.322668,45.322668,205.66
1274,504.35504,44.305614,80.305614,44.305614,203.78
1275,502.520633,43.614516,79.614516,43.614516,199.16
1276,504.234715,43.66247,79.66247,43.66247,203.52
1277,505.390565,44.820102,80.820102,44.820102,205.85
1278,510.941445,47.214107,83.214107,47.214107,214.01
1279,508.533648,50.445689,86.445689,50.445689,210.9
1280,523.269835,53.484939,89.484939,53.484939,225.4
1281,507.052397,55.11976,91.11976,55.11976,208.7
1282,505.034963,54.808574,90.808574,54.808574,205.17
1283,515.861017,53.104613,89.104613,53.104613,219.22
1284,524.738395,51.159192,87.159192,51.159192,226.47
1285,511.484515,49.888675,85.888675,49.888675,214.65
1286,503.402822,49.644693,85.644693,49.644693,201.58
1287,502.946931,50.433641,86.433641,50.433641,200.386667
1288,503.946077,52.161508,88.161508,52.161508,202.876667
1289,506.882763,54.605736,90.605736,54.605736,208.43
1290,508.698905,57.262613,93.262613,57.262613,211.13
1291,512.6974,59.362286,95.362286,59.362286,216.013333
1292,504.291526,60.165085,96.165085,60.165085,203.643333
1293,508.105005,59.362173,95.362173,59.362173,210.29
1294,509.696788,57.261654,93.261654,57.261654,212.463333
1295,507.552807,54.599344,90.599344,54.599344,209.473333
1296,506.603786,52.127571,88.127571,52.127571,207.976667
1297,504.808009,40.364354,76.364354,40.364354,204.72
1298,504.52996,39.347299,75.347299,39.347299,204.15
1299,503.811561,38.656202,74.656202,38.656202,202.566667
1300,502.122659,38.704156,74.704156,38.704156,197.89
1301,501.784543,39.861788,75.861788,39.861788,196.686667
1302,503.481964,42.255792,78.255792,42.255792,201.776667
1303,508.424587,45.487375,81.487375,45.487375,210.746667
1304,522.006706,48.526625,84.526625,48.526625,224.445
1305,505.47108,50.161446,86.161446,50.161446,206
1306,502.783304,49.85026,85.85026,49.85026,199.93
1307,507.703606,48.146299,84.146299,48.146299,209.7
1308,516.84096,46.200878,82.200878,46.200878,220.13
1309,514.948406,44.930361,80.930361,44.930361,218.34
1310,505.55235,44.686378,80.686378,44.686378,206.15
1311,509.709698,45.475327,81.475327,45.475327,212.48
1312,511.973416,47.203193,83.203193,47.203193,215.21
1313,541.837147,49.647422,85.647422,49.647422,236.72
1314,522.854928,52.304299,88.304299,52.304299,225.09
1315,506.995562,54.403971,90.403971,54.403971,208.61
1316,507.650168,55.20677,91.20677,55.20677,209.62
1317,504.262293,54.403858,90.403858,54.403858,203.58
1318,502.514029,52.30334,88.30334,52.30334,199.14
1319,503.973923,49.64103,85.64103,49.64103,202.94
1320,503.351138,47.169256,83.169256,47.169256,201.45
1321,508.409248,40.40509,76.40509,40.40509,210.725
1322,509.671004,39.388035,75.388035,39.388035,212.43
1323,505.998675,38.696938,74.696938,38.696938,206.95
1324,503.241509,38.744892,74.744892,38.744892,201.17
1325,503.812991,39.902523,75.902523,39.902523,202.57
1326,503.753191,42.296528,78.296528,42.296528,202.43
1327,506.425152,45.52811,81.52811,45.52811,207.68
1328,514.604915,48.567361,84.567361,48.567361,218
1329,505.122429,50.202182,86.202182,50.202182,205.34
1330,506.37157,49.890996,85.890996,49.890996,207.59
1331,521.204026,48.187035,84.187035,48.187035,223.82
1332,529.195031,46.241614,82.241614,46.241614,229.49
1333,513.642884,44.971097,80.971097,44.971097,217.02
1334,509.701951,44.727114,80.727114,44.727114,212.47
1335,510.173691,45.516062,81.516062,45.516062,213.07
1336,503.93439,47.243929,83.243929,47.243929,202.85
1337,507.777468,49.688158,85.688158,49.688158,209.81
1338,529.941456,52.345035,88.345035,52.345035,229.966667
1339,512.339563,54.444707,90.444707,54.444707,215.62
1340,507.532989,55.247506,91.247506,55.247506,209.443333
1341,516.044816,54.444594,90.444594,54.444594,219.393333
1342,511.05602,52.344076,88.344076,52.344076,214.146667
1343,515.822307,49.681765,85.681765,49.681765,219.183333
1344,506.11368,47.209992,83.209992,47.209992,207.15
1345,503.465774,45.444864,81.444864,45.444864,201.736667
1346,504.697819,44.427809,80.427809,44.427809,204.496667
1347,504.236244,43.736712,79.736712,43.736712,203.523333
1348,503.635376,43.784666,79.784666,43.784666,202.15
1349,503.629825,44.942297,80.942297,44.942297,202.136667
1350,505.317863,47.336302,83.336302,47.336302,205.713333
1351,506.943196,50.567884,86.567884,50.567884,208.526667
1352,535.003631,53.607135,89.607135,53.607135,233.016667
1353,507.403888,55.241956,91.241956,55.241956,209.246667
1354,504.938331,54.93077,90.93077,54.93077,204.98
1355,526.046811,53.226809,89.226809,53.226809,227.39
1356,556.909862,51.281388,87.281388,51.281388,243.71
1357,526.761154,50.010871,86.010871,50.010871,227.88
1358,503.172246,49.766888,85.766888,49.766888,200.99
1359,505.487274,50.555836,86.555836,50.555836,206.03
1360,510.824857,52.283703,88.283703,52.283703,213.87
1361,527.502709,54.727932,90.727932,54.727932,228.38
1362,536.313818,57.384809,93.384809,57.384809,233.76
1363,508.77865,59.484481,95.484481,59.484481,211.24
1364,510.35022,60.28728,96.28728,60.28728,213.29
1365,509.463739,59.484368,95.484368,59.484368,212.16
1366,506.857853,57.38385,93.38385,57.38385,208.39
1367,507.412595,54.721539,90.721539,54.721539,209.26
1368,504.37374,52.249766,88.249766,52.249766,203.82
1369,511.893973,45.483664,81.483664,45.483664,215.12
1370,513.432585,44.46661,80.46661,44.46661,216.8
